customer_id,cliente,email,active,address,district,postal_code,city,country,fecha_renta,fecha_devolucion,monto,fecha_pago,fecha_devolucio,año_renta,mes_renta,dia_semana,estado_cliente,mes_año
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-05-25,2005-06-03,2.99,2005-05-25,2005-06-03,2005,5,Wednesday,Activo,2005-05
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-05-28,2005-06-03,0.99,2005-05-28,2005-06-03,2005,5,Saturday,Activo,2005-05
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-06-15,2005-06-23,5.99,2005-06-15,2005-06-23,2005,6,Wednesday,Activo,2005-06
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-06-15,2005-06-19,0.99,2005-06-15,2005-06-19,2005,6,Wednesday,Activo,2005-06
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-06-15,2005-06-25,9.99,2005-06-15,2005-06-25,2005,6,Wednesday,Activo,2005-06
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-06-16,2005-06-17,4.99,2005-06-16,2005-06-17,2005,6,Thursday,Activo,2005-06
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-06-18,2005-06-22,4.99,2005-06-18,2005-06-22,2005,6,Saturday,Activo,2005-06
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-06-18,2005-06-19,0.99,2005-06-18,2005-06-19,2005,6,Saturday,Activo,2005-06
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-06-21,2005-06-28,3.99,2005-06-21,2005-06-28,2005,6,Tuesday,Activo,2005-06
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-07-08,2005-07-14,5.99,2005-07-08,2005-07-14,2005,7,Friday,Activo,2005-07
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-07-08,2005-07-12,5.99,2005-07-08,2005-07-12,2005,7,Friday,Activo,2005-07
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-07-09,2005-07-14,4.99,2005-07-09,2005-07-14,2005,7,Saturday,Activo,2005-07
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-07-09,2005-07-13,4.99,2005-07-09,2005-07-13,2005,7,Saturday,Activo,2005-07
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-07-11,2005-07-19,7.99,2005-07-11,2005-07-19,2005,7,Monday,Activo,2005-07
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-07-27,2005-07-31,2.99,2005-07-27,2005-07-31,2005,7,Wednesday,Activo,2005-07
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-07-28,2005-07-30,4.99,2005-07-28,2005-07-30,2005,7,Thursday,Activo,2005-07
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-07-28,2005-07-30,4.99,2005-07-28,2005-07-30,2005,7,Thursday,Activo,2005-07
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-07-28,2005-07-29,0.99,2005-07-28,2005-07-29,2005,7,Thursday,Activo,2005-07
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-07-28,2005-07-29,0.99,2005-07-28,2005-07-29,2005,7,Thursday,Activo,2005-07
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-07-29,2005-08-01,2.99,2005-07-29,2005-08-01,2005,7,Friday,Activo,2005-07
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-07-31,2005-08-02,2.99,2005-07-31,2005-08-02,2005,7,Sunday,Activo,2005-07
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-08-01,2005-08-10,4.99,2005-08-01,2005-08-10,2005,8,Monday,Activo,2005-08
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-08-02,2005-08-10,3.99,2005-08-02,2005-08-10,2005,8,Tuesday,Activo,2005-08
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-08-02,2005-08-04,0.99,2005-08-02,2005-08-04,2005,8,Tuesday,Activo,2005-08
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-08-17,2005-08-19,4.99,2005-08-17,2005-08-19,2005,8,Wednesday,Activo,2005-08
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-08-18,2005-08-22,0.99,2005-08-18,2005-08-22,2005,8,Thursday,Activo,2005-08
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-08-19,2005-08-20,0.99,2005-08-19,2005-08-20,2005,8,Friday,Activo,2005-08
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-08-19,2005-08-23,2.99,2005-08-19,2005-08-23,2005,8,Friday,Activo,2005-08
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-08-21,2005-08-23,0.99,2005-08-21,2005-08-23,2005,8,Sunday,Activo,2005-08
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-08-22,2005-08-27,1.99,2005-08-22,2005-08-27,2005,8,Monday,Activo,2005-08
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-08-22,2005-08-28,2.99,2005-08-22,2005-08-28,2005,8,Monday,Activo,2005-08
1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,Nagasaki,35200,Sasebo,Japan,2005-08-22,2005-08-30,5.99,2005-08-22,2005-08-30,2005,8,Monday,Activo,2005-08
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-05-27,2005-05-28,4.99,2005-05-27,2005-05-28,2005,5,Friday,Activo,2005-05
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-06-17,2005-06-24,2.99,2005-06-17,2005-06-24,2005,6,Friday,Activo,2005-06
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-10,2005-07-13,2.99,2005-07-10,2005-07-13,2005,7,Sunday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-10,2005-07-19,6.99,2005-07-10,2005-07-19,2005,7,Sunday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-27,2005-08-02,4.99,2005-07-27,2005-08-02,2005,7,Wednesday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-27,2005-08-04,5.99,2005-07-27,2005-08-04,2005,7,Wednesday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-27,2005-08-02,5.99,2005-07-27,2005-08-02,2005,7,Wednesday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-29,2005-08-06,5.99,2005-07-29,2005-08-06,2005,7,Friday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-29,2005-08-01,2.99,2005-07-29,2005-08-01,2005,7,Friday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-29,2005-08-02,5.99,2005-07-29,2005-08-02,2005,7,Friday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-30,2005-08-04,4.99,2005-07-30,2005-08-04,2005,7,Saturday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-30,2005-08-08,10.99,2005-07-30,2005-08-08,2005,7,Saturday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-30,2005-08-05,0.99,2005-07-30,2005-08-05,2005,7,Saturday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-30,2005-08-08,6.99,2005-07-30,2005-08-08,2005,7,Saturday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-30,2005-08-06,6.99,2005-07-30,2005-08-06,2005,7,Saturday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-07-31,2005-08-03,2.99,2005-07-31,2005-08-03,2005,7,Sunday,Activo,2005-07
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-08-01,2005-08-06,0.99,2005-08-01,2005-08-06,2005,8,Monday,Activo,2005-08
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-08-02,2005-08-02,0.99,2005-08-02,2005-08-02,2005,8,Tuesday,Activo,2005-08
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-08-02,2005-08-10,5.99,2005-08-02,2005-08-10,2005,8,Tuesday,Activo,2005-08
2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,1121 Loja Avenue,California,17886,San Bernardino,United States,2005-08-02,2005-08-10,6.99,2005-08-02,2005-08-10,2005,8,Tuesday,Activo,2005-08
